customer_id,surname,location_id,source_row_number
15576156,Abazu,3,5110
15576162,King,1,1349
15576185,Sinclair,1,3670
15576196,Benson,3,6366
15576216,Chienezie,2,9222
15576219,Cameron,1,3050
15576256,Yusupova,1,350
15576263,Clements,1,3396
15576269,Madison,3,245
15576304,Bailey,1,6197
15576313,Wei,2,429
15576352,Revell,3,583
15576360,Ch'iu,1,2826
15576368,Bledsoe,2,671
15576517,Everingham,2,1582
15576526,Steele,3,8034
15576550,Ugochukwu,3,4731
15576602,Lawrence,1,1314
15576615,Giordano,3,9854
15576623,Outlaw,1,506
15576641,Crawford,2,5231
15576644,Lin,2,1913
15576676,Serrano,2,1595
15576680,Stevenson,1,7598
15576683,Yin,3,1336
15576706,Ajuluchukwu,2,6695
15576714,Manna,3,1578
15576723,Ts'ai,1,2667
15576745,Fyodorov,1,4688
15576760,Onodugoadiegbemma,2,2682
15576774,Stevenson,1,5639
15576824,Kennedy,2,2722
15576928,Walsh,1,3405
15576935,Ampt,3,6274
15576945,Clements,1,2306
15576990,Taplin,2,8161
15577018,Tsao,2,8614
15577064,Onyekaozulu,2,2518
15577078,Zakharov,3,2057
15577107,Milne,3,8360
15577170,Manfrin,1,6988
15577178,Genovese,1,2967
15577274,Genovese,2,1508
15577313,Lionel,1,6123
15577359,Bezrukov,3,8201
15577398,Ch'eng,1,7971
15577402,Grant,1,6111
15577423,Mosley,2,6429
15577478,Ch'iu,1,1040
15577514,Mai,2,3259
15577515,Sung,2,7145
15577587,Reynolds,2,4183
15577598,Chiang,3,8630
15577657,McDonald,1,21
15577683,Maclean,1,5731
15577695,Zito,1,9884
15577700,Rapuokwu,1,3700
15577751,Pisano,2,4279
15577771,Akabueze,2,7399
15577806,Chiu,2,3277
15577831,Byrne,2,3849
15577905,Hammond,1,8747
15577913,Oliver,1,9430
15577970,Alexeeva,1,4325
15577985,Chinomso,1,4601
15577988,Skinner,1,6806
15577999,Sleeman,1,3720
15578006,Yao,1,3034
15578045,Mitchell,3,407
15578073,Barker,3,5580
15578096,Nnachetam,1,3797
15578098,Jamieson,1,9675
15578141,Chien,3,8031
15578156,Anenechukwu,3,8997
15578186,Pirozzi,2,484
15578211,Connolly,1,3754
15578238,Calabrese,1,5344
15578251,Fang,1,3374
15578297,Ebelegbulam,2,2373
15578307,Lucchese,1,5876
15578369,Chiedozie,2,3595
15578374,Gilroy,3,9877
15578375,Farrell,1,5519
15578435,Langlands,1,4476
15578462,Hs?,3,4257
15578515,Osinachi,1,1229
15578546,Akobundu,2,6281
15578603,Alexeieva,2,1743
15578648,Marino,2,4725
15578671,Webb,3,8795
15578722,Bradley,1,7341
15578738,Tuan,1,3064
15578747,Chineze,3,8407
15578761,Cunningham,3,722
15578783,Mai,2,4664
15578787,Goddard,1,8919
15578788,Bibi,3,8714
15578799,Anayolisa,1,2246
15578809,Hao,2,2536
15578825,Golubev,1,2453
15578835,Brookes,3,8824
15578865,Palerma,2,9925
15578866,Hughes,1,1196
15578878,Hancock,3,9802
15578908,Todd,3,2087
15578977,Robinson,1,716
15578980,Piazza,3,813
15579040,Hs?,1,6402
15579062,Chu,1,1409
15579074,Obiajulu,2,8392
15579109,Napolitano,2,6954
15579112,Gibson,1,4480
15579130,Chidiegwu,2,2408
15579131,Ricci,1,8968
15579166,Munro,1,2289
15579183,Spaull,1,8322
15579189,Mitchell,1,9086
15579207,Watkins,1,8522
15579208,Chikezie,1,2276
15579212,Chuang,1,3247
15579223,Niu,2,6691
15579262,Shearston,1,2850
15579287,Rossi,1,7909
15579334,Watkins,2,688
15579345,Murphy,2,9473
15579387,Ni,2,4349
15579433,Pugh,3,4879
15579526,O'Meara,1,6851
15579548,Nicholson,3,5191
15579559,Chienezie,3,5169
15579566,Li Fonti,3,4324
15579583,Hall,3,7263
15579616,Goodwin,1,5276
15579617,Sinclair,1,4654
15579647,Oluchukwu,1,2755
15579706,Curtis,1,1667
15579714,Pan,1,5970
15579777,Sazonova,1,6345
15579781,Buccho,2,3068
15579787,Nkemakonam,1,6033
15579808,Kramer,2,4177
15579820,Robertson,3,9643
15579826,Young,1,5133
15579891,Milani,1,6022
15579892,Doyle,3,6004
15579914,Garcia,2,4466
15579915,Glennon,1,5060
15579969,Mancini,1,9978
15579994,Shaw,1,6422
15579996,Iroawuchi,2,4652
15580043,Murray,3,8452
15580068,Buccho,3,4776
15580134,Crawford,3,4040
15580146,Hung,1,103
15580148,Welch,2,706
15580149,Fowler,3,8828
15580203,Kennedy,3,122
15580213,McIntyre,1,8582
15580227,Moss,1,5451
15580249,Lori,1,6067
15580252,Waters,1,4270
15580366,Okechukwu,2,7509
15580462,Corby,3,9871
15580487,Martin,2,4718
15580493,Chin,1,9652
15580560,Harris,1,6174
15580579,Trevisani,1,7586
15580623,Yefremova,3,8996
15580629,Blackwood,1,3552
15580682,Tsai,1,4567
15580684,Feng,1,642
15580701,Ma,1,5372
15580719,Davis,1,4665
15580805,Marino,1,9635
15580845,Chienezie,2,1496
15580872,Chinweike,2,6603
15580912,McNeill,1,9268
15580914,Okechukwu,3,7032
15580935,Okechukwu,2,3855
15580953,Forbes,1,9447
15580956,McNess,2,965
15580988,Odell,1,3456
15581036,Beyer,2,2640
15581089,Knight,3,9461
15581102,Baresi,1,3796
15581115,Middleton,1,9809
15581197,Ricci,1,436
15581198,Jenkins,2,2929
15581229,Gregory,2,877
15581237,Biryukova,3,5468
15581252,Dolgorukova,3,3407
15581280,Atkinson,2,3927
15581282,Lucchese,1,3166
15581286,Castro,1,7829
15581295,Ch'ien,3,5625
15581323,White,2,6164
15581332,Pan,2,6594
15581370,Andreyeva,3,8165
15581388,Y?an,3,6031
15581440,Christie,2,2336
15581479,Archer,1,1039
15581505,Bales,1,6556
15581525,Walker,2,4956
15581526,Iweobiegbulam,1,5242
15581539,Atkinson,3,316
15581548,Kaodilinakachukwu,3,2643
15581551,Yobachukwu,3,9536
15581620,Franklin,1,2813
15581626,Mancini,1,8955
15581654,Long,1,3072
15581700,Paterson,2,7578
15581733,Bates,1,4648
15581736,Bartlett,2,9987
15581748,Shen,2,2728
15581811,Chukwubuikem,2,4328
15581840,DeRose,1,2066
15581871,Butler,2,7272
15581893,Ginikanwa,1,8626
15581968,Reid,1,6962
15582016,Fiorentini,3,3387
15582033,Manfrin,2,6389
15582066,Maclean,1,3116
15582090,Iroawuchi,3,4987
15582116,Ma,2,8399
15582129,Hsia,1,7716
15582149,Ts'ui,2,7958
15582154,Crawford,1,6269
15582168,Muravyova,2,5440
15582180,Lees,1,1395
15582246,Rowe,3,4779
15582259,Campbell,1,1670
15582276,Greco,1,4315
15582325,Jennings,1,2669
15582335,Brown,1,4839
15582404,Miller,3,5101
15582492,Moore,1,2996
15582519,Seleznyov,1,8433
15582591,Chiabuotu,3,6016
15582616,Y?an,1,978
15582714,Napolitani,2,2297
15582741,Maclean,1,762
15582762,Mazzanti,3,3603
15582797,Ch'iu,3,962
15582841,Butusov,1,4817
15582847,Yermakova,1,8471
15582849,McIntosh,1,4745
15582892,Scott,1,8637
15582903,Edwards,1,9434
15582910,Turnbull,1,3759
15582944,Becker,3,2647
15582951,Crawford,1,5432
15582960,Short,1,2279
15583026,Welch,1,9138
15583033,Huguley,1,5998
15583049,Wallace,2,2604
15583067,McMillan,1,7314
15583073,Martin,3,5562
15583076,Deleon,2,6640
15583090,Komar,3,1850
15583137,Pope,1,3168
15583138,Persse,1,9273
15583212,Chidozie,1,761
15583221,Arnold,2,9735
15583278,Greece,3,4758
15583303,Monaldo,1,370
15583353,Floyd,3,4635
15583364,McGregor,1,2504
15583371,Artemiev,3,6440
15583392,Woronoff,2,5751
15583394,Zuyev,2,6974
15583456,Gardiner,2,377
15583462,Graham,1,5421
15583480,Morgan,1,4996
15583499,Chiagoziem,1,1816
15583548,Harrison,3,2192
15583552,Donaldson,2,7593
15583576,Tai,1,2122
15583580,Chiawuotu,2,4720
15583595,Tao,1,1500
15583597,Ikedinachukwu,3,5807
15583668,Ludowici,1,1426
15583680,White,3,7033
15583681,Layh,3,2962
15583692,Chan,2,9618
15583718,Terry,2,1836
15583724,Raymond,3,7460
15583725,Mairinger,1,638
15583736,Shih,2,8409
15583748,McGuigan,3,1482
15583755,McClemans,2,7942
15583764,Wilkes,2,8071
15583840,Okechukwu,2,4218
15583849,Ts'ai,1,8972
15583850,Davidson,2,4439
15583857,Siciliano,3,9302
15583863,Chimaobim,2,6704
15584037,Denisov,2,3794
15584090,Jen,3,6387
15584091,Pitts,2,771
15584113,Pratt,2,5020
15584114,Ogbonnaya,2,3077
15584156,Siciliani,3,9441
15584190,Esposito,1,2828
15584229,Simon,2,6585
15584271,Donaldson,1,5248
15584288,Hung,1,9050
15584320,Brennan,1,3152
15584338,Winn,1,5312
15584363,Longstaff,1,1295
15584364,Trentini,1,1550
15584452,Bozeman,1,9531
15584453,Burtch,3,8264
15584462,Liang,1,9529
15584477,K?,3,4970
15584505,Hill,1,4116
15584518,Arthur,2,136
15584532,Liu,1,9998
15584536,Barber,2,4346
15584545,Aksenov,1,3001
15584580,Fyodorova,1,9279
15584620,Su,2,8096
15584704,Chiazagomekpele,1,8565
15584749,Humphries,2,6660
15584766,Knight,1,397
15584776,Shen,3,5108
15584785,Ogochukwu,1,8501
15584812,Overby,3,9428
15584897,Kuo,1,9401
15584899,Siciliani,1,8323
15584928,Ugochukwutubelum,2,9226
15584930,Grimmett,2,1935
15584967,Chiganu,3,6629
15585036,Okoli,3,837
15585041,Ainsworth,1,2166
15585047,Onyemere,1,1579
15585066,Chimaraoke,1,8936
15585067,Wilson,3,1652
15585100,Rioux,2,2787
15585106,Calabresi,2,8150
15585133,Wei,3,4877
15585192,Cremonesi,3,7205
15585198,Bergamaschi,1,1093
15585215,Yuan,1,324
15585222,Norman,1,4263
15585241,Butcher,3,1120
15585249,Mironova,1,9318
15585255,Moore,1,893
15585256,Iloerika,3,5617
15585280,Kinney,1,3471
15585282,Trevisano,1,1434
15585284,Thomson,3,2877
15585287,Sal,2,7749
15585362,Simmons,1,881
15585367,Diribe,2,1449
15585379,Humphries,1,5877
15585388,Sherman,2,166
15585427,Madueke,1,4345
15585451,Vigano,2,2840
15585455,Stewart,1,4543
15585466,Russo,1,8768
15585490,Nkemdilim,1,3869
15585533,Calabrese,1,2255
15585580,Chang,2,4995
15585595,Owens,1,782
15585599,Stone,1,4606
15585734,Gouger,2,4051
15585748,McDonald,2,6260
15585768,Cameron,2,40
15585777,Pai,1,5544
15585823,Wilson,1,3824
15585835,Lord,3,2706
15585839,Niu,1,4459
15585853,McCardle,3,4347
15585855,Gould,1,7074
15585865,Westerberg,1,495
15585867,Rutledge,3,6114
15585888,Nwokezuike,3,839
15585892,Zakharov,1,7011
15585901,Johnson,3,1978
15585907,Collier,3,6401
15585928,Hay,2,7257
15585961,Talbot,3,1015
15585985,Wang,1,8491
15586029,Davis,2,9034
15586039,Bergamaschi,2,6074
15586069,Abernathy,1,8396
15586133,Pisano,2,3669
15586135,Gratwick,3,5113
15586174,Brodney,2,7467
15586183,Wallace,1,7197
15586236,Banks,1,8120
15586243,Yobachi,1,1925
15586264,Murray,1,2263
15586300,Chinonyelum,1,5226
15586310,Ting,1,174
15586425,Lo Duca,1,5384
15586479,Yin,1,7362
15586504,Trevisani,1,5903
15586517,Toscano,1,6620
15586522,Hunter,3,9612
15586523,Paten,2,9287
15586557,Milani,1,6761
15586585,Duncan,2,610
15586629,Campbell,1,3582
15586674,Shaw,3,6718
15586680,Fleming,1,9236
15586699,Thomson,1,6986
15586752,Parkes,2,8432
15586757,Anenechukwu,1,3189
15586821,Bellew,1,2161
15586848,Rose,1,8673
15586870,Ni,1,2644
15586880,P'eng,2,1672
15586914,Nepean,1,9986
15586931,Hunter,3,8528
15586959,Unaipon,1,848
15586970,Pinto,2,1072
15586974,Pearce,1,1513
15586976,Alexeeva,1,2440
15586993,Giordano,3,1933
15586996,Azikiwe,1,3143
15587013,Tien,1,3069
15587038,Ogochukwu,3,7505
15587066,Kovaleva,1,6780
15587133,Thompson,1,9971
15587174,Kerr,1,5168
15587177,Lloyd,1,3232
15587210,McCartney,2,8009
15587233,Donoghue,1,1377
15587240,Vasilyev,1,5136
15587266,Douglas,2,7269
15587297,Ruiz,1,7169
15587299,Board,1,6697
15587311,Dobbs,3,7936
15587394,Thomson,1,6869
15587419,Shipton,1,3251
15587421,Tsai,2,190
15587443,Akudinobi,1,7625
15587451,Goold,2,1018
15587507,Feng,1,5273
15587535,Onyemauchechukwu,3,748
15587562,Hawkins,1,171
15587573,Castiglione,2,8639
15587581,Russo,2,1851
15587584,Nebeuwa,3,6176
15587596,Morrison,3,4200
15587611,Kauffmann,1,4550
15587640,Rowntree,1,9869
15587647,Browne,2,6710
15587676,Alexeieva,1,8568
15587690,Madueke,1,4508
15587712,Chimaijem,1,8193
15587735,Chukwuebuka,1,2485
15587835,Osinachi,1,5813
15587913,Palerma,3,1984
15587978,Boothby,2,6504
15588019,Li Fonti,1,7594
15588080,Giles,1,3239
15588090,Ferri,2,4224
15588123,Horton,1,7027
15588186,Polyakov,3,4695
15588197,Endrizzi,1,4120
15588219,Ford,1,2138
15588235,Vasilieva,1,6917
15588248,Hs?,1,1627
15588341,Chigozie,3,7978
15588350,McIntyre,1,639
15588372,Kirsova,2,5590
15588406,Chiemenam,3,6391
15588419,Johnston,2,6473
15588446,Udinesi,3,2613
15588449,Chuang,3,5178
15588450,Chukwudi,1,6681
15588456,Hsieh,1,9845
15588461,Cremonesi,1,3583
15588517,Sun,1,5246
15588535,Ts'ao,3,7752
15588537,Robinson,3,168
15588560,Nwabugwu,2,7839
15588566,Wilkinson,3,8204
15588580,Kennedy,2,8139
15588587,Stetson,1,4819
15588614,Walton,1,2152
15588622,Marchesi,2,3389
15588670,Despeissis,3,1175
15588695,Su,3,6102
15588701,Lai,1,2358
15588839,Mancini,3,9988
15588854,Wu,1,7650
15588859,Rowley,3,8172
15588904,Balashova,1,6378
15588918,Mitchell,1,5414
15588923,Murphy,1,3402
15588928,Maslow,1,8131
15588933,Nwankwo,1,6715
15588944,Maughan,1,3498
15588955,Mazzi,2,8102
15588986,Grant,2,1413
15589017,Chiu,2,6256
15589018,Padilla,2,2763
15589019,Morant,3,8234
15589030,Ts'ai,1,629
15589076,Henry,1,1846
15589147,Frolov,3,4679
15589195,Bluett,2,1081
15589200,Madukaife,3,8774
15589204,Farrar,1,2295
15589210,Adamson,1,6995
15589221,Kennedy,2,1424
15589224,Moore,3,2110
15589230,Wu,1,5039
15589257,Grant,1,1187
15589296,Brown,1,5383
15589312,Larkin,1,8197
15589320,Sagese,3,2188
15589323,Law,1,6006
15589329,Pirozzi,1,9989
15589348,Le Grand,3,1688
15589358,Stanley,2,1121
15589361,Chikwendu,3,8836
15589380,Fraser,2,1786
15589401,Allen,1,9661
15589420,Osinachi,1,9897
15589428,Tomlinson,1,3812
15589431,Pedder,2,5343
15589435,Davide,1,4896
15589437,Lu,1,6239
15589449,Frye,1,3172
15589475,Azikiwe,3,31
15589488,Ch'eng,2,838
15589493,Otitodilinna,2,691
15589496,Arrington,1,5711
15589541,Sutherland,1,7496
15589544,Wallis,3,4102
15589563,Purdy,3,5462
15589572,Otutodilichukwu,3,1193
15589589,Bryan,1,9422
15589643,Ngozichukwuka,3,2254
15589660,Lamble,2,1533
15589666,Sorokina,1,4585
15589698,De Luca,2,8312
15589715,Fulks,1,3230
15589725,Zubarev,1,8815
15589739,North,1,6819
15589754,Malloy,2,1153
15589793,Onwuamaeze,1,1952
15589805,Benson,1,967
15589869,Tang,1,4889
15589881,Rowe,1,7385
15589924,Rapuluolisa,3,5278
15589948,Disher,3,7862
15589949,Maclean,3,8484
15589969,Capon,1,5139
15589975,Maclean,1,159
15590011,Hughes,3,8410
15590078,Burns,3,6535
15590094,Nwachukwu,2,7918
15590097,Ch'eng,3,6267
15590146,Mao,1,1501
15590177,Chiedozie,1,9914
15590199,Temple,3,5444
15590201,Fiorentini,3,8851
15590213,Ch'en,3,9967
15590228,Greenwalt,1,2866
15590234,De Luca,1,7537
15590241,Chuang,3,294
15590268,Chu,3,1875
15590286,Fairley,1,6503
15590320,Shelton,1,1458
15590327,Liao,2,5781
15590337,Golubov,1,9540
15590344,Russell,2,3856
15590349,Rowland,1,8077
15590434,Alexander,3,7105
15590476,Onochie,1,1105
15590606,Saunders,1,1912
15590623,Kovalyov,3,4836
