CustomerId,Surname,CreditScore,Geography,Gender,Age,AgeBand,Tenure,ContractType,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,PaymentMethod,MonthlyCharges,AnnualRevenueAtRisk,ChurnStatus,Exited
15600882,Scott,635,Spain,Female,35,30-44,7,Two year,0.0,2,1,1,65951.65,Debit card,78.96,0.0,Retained,0
15643966,Goforth,616,Germany,Male,45,45-59,3,One year,143129.41,2,0,1,64327.26,Bank transfer,99.08,0.0,Retained,0
15737452,Romeo,653,Germany,Male,58,45-59,1,Month-to-month,132602.88,1,1,0,5097.67,Credit card,36.14,433.68,Churned,1
15788218,Henderson,549,Spain,Female,24,18-29,9,Two year,0.0,2,1,1,14406.41,Debit card,36.01,0.0,Retained,0
15661507,Muldrow,587,Spain,Male,45,45-59,6,One year,0.0,1,0,0,158684.81,Electronic check,144.24,0.0,Retained,0
15568982,Hao,726,France,Female,24,18-29,6,One year,0.0,2,1,1,54724.03,Debit card,69.6,0.0,Retained,0
15577657,McDonald,732,France,Male,41,30-44,8,Two year,0.0,2,1,1,170886.17,Debit card,166.41,0.0,Retained,0
15597945,Dellucci,636,Spain,Female,32,30-44,8,Two year,0.0,2,1,0,138555.46,Debit card,139.46,0.0,Retained,0
15699309,Gerasimov,510,Spain,Female,38,30-44,4,One year,0.0,1,1,0,118913.53,Debit card,111.09,1333.08,Churned,1
15725737,Mosman,669,France,Male,46,45-59,3,One year,0.0,2,0,1,8487.75,Electronic check,31.07,0.0,Retained,0
15625047,Yen,846,France,Female,38,30-44,5,One year,0.0,1,1,1,187616.16,Debit card,168.35,0.0,Retained,0
15738191,Maclean,577,France,Male,25,18-29,3,One year,0.0,2,0,1,124508.29,Electronic check,127.76,0.0,Retained,0
15736816,Young,756,Germany,Male,36,30-44,2,Month-to-month,136815.64,1,1,1,170041.95,Credit card,174.22,0.0,Retained,0
15700772,Nebechi,571,France,Male,44,30-44,9,Two year,0.0,2,0,0,38433.35,Electronic check,56.03,0.0,Retained,0
15728693,McWilliams,574,Germany,Female,43,30-44,3,One year,141349.43,1,1,1,100187.43,Credit card,116.69,0.0,Retained,0
15656300,Lucciano,411,France,Male,29,18-29,0,Month-to-month,59697.17,2,1,1,53483.21,Credit card,77.52,0.0,Retained,0
15589475,Azikiwe,591,Spain,Female,39,30-44,3,One year,0.0,3,1,0,140469.38,Debit card,153.06,1836.72,Churned,1
15706552,Odinakachukwu,533,France,Male,36,30-44,7,Two year,85311.7,1,0,1,156731.91,Bank transfer,155.41,0.0,Retained,0
15750181,Sanderson,553,Germany,Male,41,30-44,9,Two year,110112.54,2,0,0,81898.81,Bank transfer,108.77,0.0,Retained,0
15659428,Maggard,520,Spain,Female,42,30-44,6,One year,0.0,2,1,1,34410.55,Debit card,52.68,0.0,Retained,0
15732963,Clements,722,Spain,Female,29,18-29,9,Two year,0.0,2,1,1,142033.07,Debit card,142.36,0.0,Retained,0
15794171,Lombardo,475,France,Female,45,45-59,0,Month-to-month,134264.04,1,1,0,27822.99,Credit card,55.33,663.96,Churned,1
15788448,Watson,490,Spain,Male,31,30-44,3,One year,145260.23,1,0,1,114066.77,Bank transfer,128.84,0.0,Retained,0
15729599,Lorenzo,804,Spain,Male,33,30-44,7,Two year,76548.6,1,0,1,98453.45,Bank transfer,105.53,0.0,Retained,0
15717426,Armstrong,850,France,Male,36,30-44,7,Two year,0.0,1,1,1,40812.9,Debit card,46.01,0.0,Retained,0
15585768,Cameron,582,Germany,Male,41,30-44,6,One year,70349.48,2,0,1,178074.04,Bank transfer,182.95,0.0,Retained,0
15619360,Hsiao,472,Spain,Male,40,30-44,4,One year,0.0,1,1,0,70154.22,Debit card,70.46,0.0,Retained,0
15738148,Clarke,465,France,Female,51,45-59,8,Two year,122522.32,1,0,0,181297.65,Bank transfer,181.46,2177.52,Churned,1
15687946,Osborne,556,France,Female,61,60+,2,Month-to-month,117419.35,1,1,1,94153.83,Credit card,108.07,0.0,Retained,0
15755196,Lavine,834,France,Female,49,45-59,2,Month-to-month,131394.56,1,0,0,194365.76,Bank transfer,193.68,2324.16,Churned,1
15684171,Bianchi,660,Spain,Female,61,60+,5,One year,155931.11,1,1,1,158338.39,Credit card,167.34,0.0,Retained,0
15754849,Tyler,776,Germany,Female,32,30-44,4,One year,109421.13,2,1,1,126517.46,Credit card,145.84,0.0,Retained,0
15602280,Martin,829,Germany,Female,27,18-29,9,Two year,112045.67,1,1,1,119708.21,Credit card,128.56,1542.72,Churned,1
15771573,Okagbue,637,Germany,Female,39,30-44,9,Two year,137843.8,1,1,1,117622.8,Credit card,130.7,1568.4,Churned,1
15766205,Yin,550,Germany,Male,38,30-44,2,Month-to-month,103391.38,1,0,1,90878.13,Bank transfer,103.24,0.0,Retained,0
15771873,Buccho,776,Germany,Female,37,30-44,2,Month-to-month,103769.22,2,1,0,194099.12,Credit card,201.31,0.0,Retained,0
15616550,Chidiebele,698,Germany,Male,44,30-44,10,Two year,116363.37,2,1,0,198059.16,Credit card,206.5,0.0,Retained,0
15768193,Trevisani,585,Germany,Male,36,30-44,5,One year,146050.97,2,0,0,86424.57,Bank transfer,117.93,0.0,Retained,0
15683553,O'Brien,788,France,Female,33,30-44,5,One year,0.0,2,0,0,116978.19,Electronic check,121.48,0.0,Retained,0
15702298,Parkhill,655,Germany,Male,41,30-44,8,Two year,125561.97,1,0,0,164040.94,Bank transfer,167.54,2010.48,Churned,1
15569590,Yoo,601,Germany,Male,42,30-44,1,Month-to-month,98495.72,1,1,0,40014.76,Credit card,60.12,721.44,Churned,1
15760861,Phillipps,619,France,Male,43,30-44,1,Month-to-month,125211.92,1,1,1,113410.49,Credit card,125.29,0.0,Retained,0
15630053,Tsao,656,France,Male,45,45-59,5,One year,127864.4,1,1,0,87107.57,Credit card,103.77,0.0,Retained,0
15647091,Endrizzi,725,Germany,Male,19,18-29,0,Month-to-month,75888.2,1,0,0,45613.75,Bank transfer,61.39,0.0,Retained,0
15623944,T'ien,511,Spain,Female,66,60+,4,One year,0.0,1,1,0,1643.11,Debit card,13.37,160.44,Churned,1
15804771,Velazquez,614,France,Male,51,45-59,4,One year,40685.92,1,1,1,46775.28,Credit card,57.08,0.0,Retained,0
15651280,Hunter,742,Germany,Male,35,30-44,5,One year,136857.0,1,0,0,84509.57,Bank transfer,102.95,0.0,Retained,0
15773469,Clark,687,Germany,Female,27,18-29,9,Two year,152328.88,2,0,0,126494.82,Bank transfer,152.26,0.0,Retained,0
15702014,Jeffrey,555,Spain,Male,33,30-44,1,Month-to-month,56084.69,2,0,0,178798.13,Bank transfer,181.41,0.0,Retained,0
15751208,Pirozzi,684,Spain,Male,56,45-59,8,Two year,78707.16,1,1,1,99398.36,Credit card,106.64,0.0,Retained,0
15592461,Jackson,603,Germany,Male,26,18-29,4,One year,109166.37,1,1,1,92840.67,Credit card,105.74,0.0,Retained,0
15789484,Hammond,751,Germany,Female,36,30-44,6,One year,169831.46,2,1,1,27758.36,Credit card,72.61,0.0,Retained,0
15696061,Brownless,581,Germany,Female,34,30-44,1,Month-to-month,101633.04,1,1,0,110431.51,Credit card,119.27,0.0,Retained,0
15641582,Chibugo,735,Germany,Male,43,30-44,10,Two year,123180.01,2,1,1,196673.28,Credit card,206.37,0.0,Retained,0
15638424,Glauert,661,Germany,Female,35,30-44,5,One year,150725.53,2,0,1,113656.85,Bank transfer,141.32,0.0,Retained,0
15755648,Pisano,675,France,Female,21,18-29,8,Two year,98373.26,1,1,0,18203.0,Credit card,41.93,0.0,Retained,0
15703793,Konovalova,738,Germany,Male,58,45-59,2,Month-to-month,133745.44,4,1,0,28373.86,Credit card,91.71,1100.52,Churned,1
15620344,McKee,813,France,Male,29,18-29,6,One year,0.0,1,1,0,33953.87,Debit card,40.29,0.0,Retained,0
15812518,Palermo,657,Spain,Female,37,30-44,0,Month-to-month,163607.18,1,0,1,44203.55,Bank transfer,73.38,0.0,Retained,0
15779052,Ballard,604,Germany,Female,25,18-29,5,One year,157780.84,2,1,1,58426.81,Credit card,96.36,0.0,Retained,0
15770811,Wallace,519,France,Male,36,30-44,9,Two year,0.0,2,0,1,145562.4,Electronic check,145.3,0.0,Retained,0
15780961,Cavenagh,735,France,Female,21,18-29,1,Month-to-month,178718.19,2,1,0,22388.0,Credit card,69.46,0.0,Retained,0
15614049,Hu,664,France,Male,55,45-59,8,Two year,0.0,2,1,1,139161.64,Debit card,139.97,0.0,Retained,0
15662085,Read,678,France,Female,32,30-44,9,Two year,0.0,1,1,1,148210.64,Debit card,135.51,0.0,Retained,0
15575185,Bushell,757,Spain,Male,33,30-44,5,One year,77253.22,1,0,1,194239.63,Bank transfer,185.45,0.0,Retained,0
15803136,Postle,416,Germany,Female,41,30-44,10,Two year,122189.66,2,1,0,98301.61,Credit card,124.25,0.0,Retained,0
15706021,Buley,665,France,Female,34,30-44,1,Month-to-month,96645.54,2,0,0,171413.66,Bank transfer,181.34,0.0,Retained,0
15663706,Leonard,777,France,Female,32,30-44,2,Month-to-month,0.0,1,1,0,136458.19,Debit card,125.72,1508.64,Churned,1
15641732,Mills,543,France,Female,36,30-44,3,One year,0.0,2,0,0,26019.59,Electronic check,45.68,0.0,Retained,0
15701164,Onyeorulu,506,France,Female,34,30-44,4,One year,90307.62,1,1,1,159235.29,Credit card,158.24,0.0,Retained,0
15738751,Beit,493,France,Female,46,45-59,4,One year,0.0,2,1,0,1907.66,Debit card,25.59,0.0,Retained,0
15805254,Ndukaku,652,Spain,Female,75,60+,10,Two year,0.0,2,1,1,114675.75,Debit card,119.56,0.0,Retained,0
15762418,Gant,750,Spain,Male,22,18-29,3,One year,121681.82,1,1,0,128643.35,Credit card,137.46,1649.52,Churned,1
15625759,Rowley,729,France,Male,30,30-44,9,Two year,0.0,2,1,0,151869.35,Debit card,150.56,0.0,Retained,0
15622897,Sharpe,646,France,Female,46,45-59,4,One year,0.0,3,1,0,93251.42,Debit card,113.71,1364.52,Churned,1
15767954,Osborne,635,Germany,Female,28,18-29,3,One year,81623.67,2,1,1,156791.36,Credit card,166.9,0.0,Retained,0
15757535,Heap,647,Spain,Female,44,30-44,5,One year,0.0,3,1,1,174205.22,Debit card,181.17,2174.04,Churned,1
15731511,Ritchie,808,France,Male,45,45-59,7,Two year,118626.55,2,1,0,147132.46,Credit card,164.4,0.0,Retained,0
15809248,Cole,524,France,Female,36,30-44,10,Two year,0.0,2,1,0,109614.57,Debit card,115.35,0.0,Retained,0
15640635,Capon,769,France,Male,29,18-29,8,Two year,0.0,2,1,1,172290.61,Debit card,167.58,0.0,Retained,0
15676966,Capon,730,Spain,Male,42,30-44,4,One year,0.0,2,0,1,85982.47,Electronic check,95.65,0.0,Retained,0
15699461,Fiorentini,515,Spain,Male,35,30-44,10,Two year,176273.95,1,0,1,121277.78,Bank transfer,139.51,0.0,Retained,0
15738721,Graham,773,Spain,Male,41,30-44,9,Two year,102827.44,1,0,1,64595.25,Bank transfer,81.25,0.0,Retained,0
15693683,Yuille,814,Germany,Male,29,18-29,8,Two year,97086.4,2,1,1,197276.13,Credit card,202.96,0.0,Retained,0
15604348,Allard,710,Spain,Male,22,18-29,8,Two year,0.0,2,0,0,99645.04,Electronic check,107.04,0.0,Retained,0
15633059,Fanucci,413,France,Male,34,30-44,9,Two year,0.0,2,0,0,6534.18,Electronic check,29.45,0.0,Retained,0
15808582,Fu,665,France,Female,40,30-44,6,One year,0.0,1,1,1,161848.03,Debit card,146.87,0.0,Retained,0
15743192,Hung,623,France,Female,44,30-44,6,One year,0.0,2,0,0,167162.43,Electronic check,163.3,0.0,Retained,0
15580146,Hung,738,France,Male,31,30-44,9,Two year,82674.15,1,1,0,41970.72,Credit card,59.38,0.0,Retained,0
15776605,Bradley,528,Spain,Male,36,30-44,7,Two year,0.0,2,1,0,60536.56,Debit card,74.45,0.0,Retained,0
15804919,Dunbabin,670,Spain,Female,65,60+,1,Month-to-month,0.0,1,1,1,177655.68,Debit card,160.05,1920.6,Churned,1
15613854,Mauldon,622,Spain,Female,46,45-59,4,One year,107073.27,2,1,1,30984.59,Credit card,65.88,790.56,Churned,1
15599195,Stiger,582,Germany,Male,32,30-44,1,Month-to-month,88938.62,1,1,1,10054.53,Credit card,33.72,0.0,Retained,0
15812878,Parsons,785,Germany,Female,36,30-44,2,Month-to-month,99806.85,1,0,1,36976.52,Bank transfer,57.78,0.0,Retained,0
15602312,Walkom,605,Spain,Male,33,30-44,5,One year,150092.8,1,0,0,71862.79,Bank transfer,94.4,0.0,Retained,0
15744689,T'ang,479,Germany,Male,35,30-44,9,Two year,92833.89,1,1,0,99449.86,Credit card,108.8,1305.6,Churned,1
15803526,Eremenko,685,Germany,Male,30,30-44,3,One year,90536.81,1,0,1,63082.88,Bank transfer,78.15,0.0,Retained,0
15665790,Rowntree,538,Germany,Male,39,30-44,7,Two year,108055.1,2,1,0,27231.26,Credit card,62.9,0.0,Retained,0
15715951,Thorpe,562,France,Male,42,30-44,2,Month-to-month,100238.35,1,0,0,86797.41,Bank transfer,99.37,0.0,Retained,0
15591100,Chiemela,675,Spain,Male,36,30-44,9,Two year,106190.55,1,0,1,22994.32,Bank transfer,47.09,0.0,Retained,0
15609618,Fanucci,721,Germany,Male,28,18-29,9,Two year,154475.54,2,0,1,101300.94,Bank transfer,131.59,1579.08,Churned,1
15675522,Ko,628,Germany,Female,30,30-44,9,Two year,132351.29,2,1,1,74169.13,Credit card,105.66,0.0,Retained,0
15705512,Welch,668,Germany,Female,37,30-44,6,One year,167864.4,1,1,0,115638.29,Credit card,133.54,0.0,Retained,0
15698028,Duncan,506,France,Female,41,30-44,1,Month-to-month,0.0,2,1,0,31766.3,Debit card,50.47,0.0,Retained,0
15661670,Chidozie,524,Germany,Female,31,30-44,8,Two year,107818.63,1,1,0,199725.39,Credit card,194.61,2335.32,Churned,1
15600781,Wu,699,Germany,Male,34,30-44,4,One year,185173.81,2,1,0,120834.48,Credit card,152.47,0.0,Retained,0
15682472,Culbreth,828,France,Male,34,30-44,8,Two year,129433.34,2,0,0,38131.77,Bank transfer,75.19,0.0,Retained,0
15580203,Kennedy,674,Spain,Male,39,30-44,6,One year,120193.42,1,0,0,100130.95,Bank transfer,113.47,0.0,Retained,0
15690673,Cameron,656,France,Female,39,30-44,6,One year,0.0,2,1,0,141069.88,Debit card,141.56,0.0,Retained,0
15760085,Calabresi,684,Germany,Female,48,45-59,10,Two year,126384.42,1,1,1,198129.36,Credit card,196.07,0.0,Retained,0
15779659,Zetticci,625,France,Female,28,18-29,3,One year,0.0,1,0,0,183646.41,Electronic check,165.04,0.0,Retained,0
15627360,Fuller,432,France,Male,42,30-44,9,Two year,152603.45,1,1,0,110265.24,Credit card,126.78,1521.36,Churned,1
15671137,MacDonald,549,France,Female,52,45-59,1,Month-to-month,0.0,1,0,1,8636.05,Electronic check,19.2,230.4,Churned,1
15782688,Piccio,625,Germany,Male,56,45-59,0,Month-to-month,148507.24,1,1,0,46824.08,Credit card,73.3,879.6,Churned,1
15575492,Kennedy,828,France,Female,41,30-44,7,Two year,0.0,2,1,0,171378.77,Debit card,166.82,0.0,Retained,0
15591607,Fernie,770,France,Male,24,18-29,9,Two year,101827.07,1,1,0,167256.35,Credit card,166.65,0.0,Retained,0
15740404,He,758,France,Female,34,30-44,3,One year,0.0,2,1,1,124226.16,Debit card,127.52,0.0,Retained,0
15718369,Kaodilinakachukwu,795,Germany,Female,33,30-44,9,Two year,130862.43,1,1,1,114935.21,Credit card,127.41,0.0,Retained,0
15677871,Cocci,687,France,Male,38,30-44,9,Two year,122570.87,1,1,1,35608.88,Credit card,60.06,0.0,Retained,0
15642004,Alekseeva,686,France,Male,25,18-29,1,Month-to-month,0.0,2,0,1,16459.37,Electronic check,37.72,0.0,Retained,0
15712543,Chinweike,789,Germany,Male,39,30-44,7,Two year,124828.46,2,1,1,124411.08,Credit card,146.4,0.0,Retained,0
15584518,Arthur,589,Germany,Female,50,45-59,5,One year,144895.05,2,1,1,34941.23,Credit card,74.85,0.0,Retained,0
15802381,Li,461,Germany,Female,34,30-44,5,One year,63663.93,1,0,1,167784.28,Bank transfer,161.37,0.0,Retained,0
15610156,Ma,637,France,Male,40,30-44,2,Month-to-month,133463.1,1,0,1,93165.34,Bank transfer,109.66,0.0,Retained,0
15594408,Chia,584,Spain,Female,48,45-59,2,Month-to-month,213146.2,1,1,0,75161.25,Credit card,106.61,1279.32,Churned,1
15640905,Vasin,579,Spain,Female,35,30-44,1,Month-to-month,129490.36,2,0,1,8590.83,Bank transfer,50.58,606.96,Churned,1
15698932,Groves,756,Germany,Male,44,30-44,10,Two year,137452.09,1,1,0,189543.9,Credit card,190.57,0.0,Retained,0
15724944,Tien,663,France,Male,34,30-44,7,Two year,0.0,2,1,1,180427.24,Debit card,174.36,0.0,Retained,0
15628145,Forwood,682,France,Female,43,30-44,5,One year,125851.93,1,1,1,193318.33,Credit card,191.98,0.0,Retained,0
15713483,Greeves,793,Spain,Male,52,45-59,2,Month-to-month,0.0,1,1,0,159123.82,Debit card,144.6,1735.2,Churned,1
15612350,Taylor,691,France,Female,31,30-44,5,One year,40915.55,1,1,0,126213.84,Credit card,123.32,1479.84,Churned,1
15800703,Madukwe,485,Spain,Female,21,18-29,5,One year,113157.22,1,1,1,54141.5,Credit card,74.09,0.0,Retained,0
15705707,Bennelong,635,Spain,Female,29,18-29,8,Two year,138296.94,2,1,0,141075.51,Credit card,162.31,0.0,Retained,0
15754105,Olisanugo,650,France,Male,37,30-44,5,One year,106967.18,1,0,0,24495.03,Bank transfer,48.46,0.0,Retained,0
15703264,Chukwufumnanya,735,France,Male,44,30-44,9,Two year,120681.63,1,1,0,74836.34,Credit card,92.47,0.0,Retained,0
15794413,Harris,416,France,Male,32,30-44,0,Month-to-month,0.0,2,0,1,878.87,Electronic check,24.73,0.0,Retained,0
15650237,Morgan,754,Spain,Female,32,30-44,7,Two year,0.0,2,1,0,89520.75,Debit card,98.6,0.0,Retained,0
15759618,Alexeeva,535,France,Female,48,45-59,9,Two year,0.0,1,1,0,149892.79,Debit card,136.91,1642.92,Churned,1
15811589,Metcalfe,716,Spain,Male,42,30-44,8,Two year,0.0,2,1,0,180800.42,Debit card,174.67,0.0,Retained,0
15689044,Humphries,539,France,Male,37,30-44,2,Month-to-month,127609.59,1,1,0,98646.22,Credit card,113.35,0.0,Retained,0
15709368,Milne,614,France,Female,43,30-44,6,One year,0.0,2,1,1,109041.53,Debit card,114.87,0.0,Retained,0
15679145,Chou,706,Spain,Male,57,45-59,7,Two year,0.0,1,1,0,17941.16,Debit card,26.95,323.4,Churned,1
15655007,Li,758,France,Female,33,30-44,7,Two year,0.0,2,0,0,82996.47,Electronic check,93.16,0.0,Retained,0
15623595,Clayton,586,Spain,Female,28,18-29,2,Month-to-month,0.0,2,1,1,92067.35,Debit card,100.72,0.0,Retained,0
15589975,Maclean,646,France,Female,73,60+,6,One year,97259.25,1,0,1,104719.66,Bank transfer,113.86,0.0,Retained,0
15804017,Chigolum,631,Germany,Female,33,30-44,4,One year,123246.7,1,0,0,112687.57,Bank transfer,124.39,0.0,Retained,0
15692132,Wilkinson,717,Spain,Female,22,18-29,6,One year,101060.25,1,0,1,84699.56,Bank transfer,97.74,0.0,Retained,0
15641122,Wei,684,France,Male,30,30-44,2,Month-to-month,0.0,2,1,0,83473.82,Debit card,93.56,0.0,Retained,0
15630910,Treacy,800,France,Female,49,45-59,7,Two year,108007.36,1,0,0,47125.11,Bank transfer,67.47,0.0,Retained,0
15680772,Hu,721,Spain,Female,36,30-44,2,Month-to-month,0.0,2,1,1,106977.8,Debit card,113.15,0.0,Retained,0
15658929,Taverner,683,Spain,Male,29,18-29,0,Month-to-month,133702.89,1,1,0,55582.54,Credit card,78.37,940.44,Churned,1
15585388,Sherman,660,Germany,Male,31,30-44,9,Two year,125189.75,2,1,1,139874.43,Credit card,159.34,0.0,Retained,0
15724623,Taubman,704,Germany,Female,24,18-29,7,Two year,113034.22,1,1,0,162503.48,Credit card,164.37,1972.44,Churned,1
15588537,Robinson,615,Spain,Female,41,30-44,9,Two year,109013.23,1,1,0,196499.96,Credit card,192.1,0.0,Retained,0
15574692,Pinto,667,Spain,Female,39,30-44,2,Month-to-month,0.0,2,1,0,40721.24,Debit card,57.93,695.16,Churned,1
15611325,Wood,682,Germany,Male,24,18-29,9,Two year,57929.81,2,0,0,53134.3,Bank transfer,76.97,0.0,Retained,0
15587562,Hawkins,484,France,Female,29,18-29,4,One year,130114.39,1,1,0,164017.89,Credit card,168.2,0.0,Retained,0
15613172,Sun,628,Germany,Male,27,18-29,5,One year,95826.49,2,1,0,155996.96,Credit card,168.37,0.0,Retained,0
15651022,Yost,480,Germany,Male,44,30-44,10,Two year,129608.57,1,1,0,5472.7,Credit card,36.0,432.0,Churned,1
15586310,Ting,578,France,Male,30,30-44,4,One year,169462.09,1,1,0,112187.11,Credit card,130.91,0.0,Retained,0
15625524,Rowe,512,France,Male,40,30-44,5,One year,0.0,2,1,1,146457.83,Debit card,146.05,0.0,Retained,0
15755209,Fu,484,Spain,Female,35,30-44,7,Two year,133868.21,1,1,1,27286.1,Credit card,54.82,0.0,Retained,0
15645248,Ho,510,France,Female,30,30-44,0,Month-to-month,0.0,2,1,1,130553.47,Debit card,132.79,0.0,Retained,0
15790355,Okechukwu,606,Germany,Male,36,30-44,5,One year,190479.48,2,0,0,179351.89,Bank transfer,202.03,0.0,Retained,0
15762615,Campbell,597,Spain,Female,40,30-44,8,Two year,101993.12,1,0,1,94774.12,Bank transfer,106.28,0.0,Retained,0
15625426,Ashbolt,754,Germany,Female,55,45-59,3,One year,161608.81,1,1,0,8080.85,Credit card,42.98,515.76,Churned,1
15716334,Rozier,850,Spain,Female,45,45-59,2,Month-to-month,122311.21,1,1,1,19482.5,Credit card,46.58,0.0,Retained,0
15789669,Hsia,510,France,Male,65,60+,2,Month-to-month,0.0,2,1,1,48071.61,Debit card,64.06,0.0,Retained,0
15621075,Ogbonnaya,778,Germany,Female,45,45-59,1,Month-to-month,162150.42,2,1,0,174531.27,Credit card,193.77,0.0,Retained,0
15810845,T'ang,636,France,Male,42,30-44,2,Month-to-month,0.0,2,1,1,55470.78,Debit card,70.23,0.0,Retained,0
15719377,Cocci,804,France,Female,50,45-59,4,One year,0.0,1,1,1,8546.87,Debit card,19.12,229.44,Churned,1
15654506,Chang,514,France,Male,32,30-44,8,Two year,0.0,2,1,0,95857.18,Debit card,103.88,0.0,Retained,0
15771977,T'ao,730,France,Female,39,30-44,1,Month-to-month,99010.67,1,1,0,194945.8,Credit card,189.31,0.0,Retained,0
15708710,Ford,525,Spain,Female,37,30-44,0,Month-to-month,0.0,1,0,1,131521.72,Electronic check,121.6,0.0,Retained,0
15726676,Marshall,616,Spain,Male,30,30-44,5,One year,0.0,2,0,1,196108.51,Electronic check,187.42,0.0,Retained,0
15587421,Tsai,687,Germany,Female,34,30-44,7,Two year,111388.18,2,1,0,148564.76,Credit card,164.51,0.0,Retained,0
15726931,Onwumelu,715,France,Female,41,30-44,8,Two year,56214.85,2,0,0,92982.61,Bank transfer,109.92,1319.04,Churned,1
15771086,Graham,512,France,Female,36,30-44,3,One year,84327.77,2,1,0,17675.36,Credit card,51.38,0.0,Retained,0
15756850,Golovanov,479,France,Male,40,30-44,1,Month-to-month,0.0,2,0,0,114996.43,Electronic check,119.83,0.0,Retained,0
15702741,Potts,601,France,Male,32,30-44,8,Two year,93012.89,1,1,0,86957.42,Credit card,98.42,0.0,Retained,0
15679200,Crawford,580,Spain,Male,29,18-29,9,Two year,61710.44,2,1,0,128077.8,Credit card,139.99,0.0,Retained,0
15594815,Aleshire,807,France,Male,35,30-44,3,One year,174790.15,1,1,1,600.36,Credit card,38.72,0.0,Retained,0
15635905,Moran,616,Spain,Female,32,30-44,6,One year,0.0,2,1,1,43001.46,Debit card,59.83,0.0,Retained,0
15777892,Samsonova,721,Germany,Male,37,30-44,3,One year,107720.64,1,1,1,158591.12,Credit card,160.32,0.0,Retained,0
15656176,Jenkins,501,France,Male,57,45-59,10,Two year,0.0,2,1,1,47847.19,Debit card,63.87,0.0,Retained,0
15811127,Volkov,521,France,Male,35,30-44,6,One year,96423.84,1,1,0,10488.44,Credit card,35.2,0.0,Retained,0
15604482,Chiemezie,850,Spain,Male,30,30-44,2,Month-to-month,141040.01,1,1,1,5978.2,Credit card,38.14,0.0,Retained,0
15622911,Jude,759,France,Male,42,30-44,4,One year,105420.18,1,0,1,121409.06,Bank transfer,128.99,0.0,Retained,0
15600974,He,516,Spain,Male,50,45-59,5,One year,0.0,1,0,1,146145.93,Electronic check,133.79,1605.48,Churned,1
15727868,Onuora,711,France,Female,38,30-44,2,Month-to-month,129022.06,2,1,1,14374.86,Credit card,55.33,663.96,Churned,1
15627801,Ginikanwa,512,Spain,Male,33,30-44,3,One year,176666.62,1,1,0,94670.77,Credit card,117.39,0.0,Retained,0
15773039,Ku,550,France,Male,37,30-44,3,One year,0.0,1,1,1,179670.31,Debit card,161.73,0.0,Retained,0
15755262,McDonald,608,Spain,Female,41,30-44,3,One year,89763.84,1,0,0,199304.74,Bank transfer,191.55,2298.6,Churned,1
15679531,Collins,618,France,Male,34,30-44,5,One year,134954.53,1,1,1,151954.39,Credit card,158.87,0.0,Retained,0
15684181,Hackett,643,France,Male,45,45-59,5,One year,0.0,1,1,0,142513.5,Debit card,130.76,1569.12,Churned,1
15612087,Dike,671,France,Male,45,45-59,2,Month-to-month,106376.85,1,0,1,158264.62,Bank transfer,159.84,0.0,Retained,0
15752047,Trevisano,689,Germany,Male,33,30-44,2,Month-to-month,161814.64,2,1,0,169381.9,Credit card,189.42,0.0,Retained,0
